data	label
@USER OMG another bigot showing he is basically gutless - sounds much like Donald 😂	OFF
@USER @USER Should have used a 44 magnum to make a real statement! And people like this teach our kids?	OFF
@USER @USER @USER @USER @USER The stats from that are skewed. They considered “school shootings” a wide range that most didn’t even include a school. Just another fake stat to push gun control.	NOT
@USER Breibart=Comic section!	NOT
"@USER @USER that's always been the critique to be honest--hence the champagne socialist"" or ""privileged white antifa"" tropes"""	NOT
@USER @USER @USER Wow!  I like this lady more &amp; more!!!  She is such a fighter &amp; a blessing!!!	NOT
@USER Wayne say he trying out do drake so this shit gotta be decent at least!	OFF
@USER @USER She's been active on Instagram lately. And she is dropping an album sometime this year.	NOT
@USER She has not been coached well enough yet.  This whole thing is a scam to delay a vote so that it is a midterm election talking point.  Conservatives should make it a non issue by turning out in record numbers to support MAGA agenda and candidates.	NOT
@USER @USER once again using people to advance herself #WalkAwayDemocrats	NOT
@USER @USER @USER @USER We are so proud of @USER and the creativity she has brought to our students! She is truly an asset!	NOT
@USER @USER Companies used to remove execs who are emotionally disturbed. An ED exec can't be trusted to be a leader of people. I guess no longer.	NOT
@USER He is so kidding!	NOT
@USER The real ANTIFA!! URL	NOT
@USER You don't need makeup bc you are beautiful asf angel💗💗💗💗 love u	NOT
@USER @USER Bitch shut up he building his self esteem	OFF
@USER Happy birthday ❤️ hope you are having a wonderful day 💕	NOT
@USER Becoming a woman?	NOT
@USER Lol same. Mom: why don’t you do art of real people? Me: he is a real people.	NOT
@USER You are kind and attentive. Thank you 🙏🏾Peace to you @USER	NOT
@USER You should still feel really good about your team though. Going into it why would you have switched them out? It wouldn’t have made sense. You made the right decision and you are probably still gonna win anyways	NOT
@USER Bring back Janet Yellen.  She is the author of low prime rate and stable growth &amp; income.	NOT
@USER here we go this is where the nats blow a lead now or the 8th inning have you not learned and strasburgh is not what everyone thinks he is inconsistent	NOT
@USER yessir	NOT
@USER @USER I call you a kid bc I’m certain you are one. And bc it seems to annoy you. Should I just sat “I’m joking” and make it all better?	NOT
@USER @USER Do not donate. She is picking and choosing who she donates to. Being reported.	NOT
@USER It means HE is still Superman.	NOT
@USER Well he is shooting his shot	NOT
@USER  I think he could be called a turncoat  talking out of both sides of his fucking mouth  Lindsey Graham can no longer be trusted URL	OFF
@USER 1. Six year-old tweet from an account I don't control referencing my previous time slot 2. Refers to Bloomberg's call for gun control. Not mine. Michael Bloomberg.	NOT
@USER @USER   Pls take a look at signing gordon he is the deep threat with goodwin hurt we need and only 27. @USER  come play with Grop	OFF
@USER SHE IS CUTE I LOV HER	NOT
@USER Does not suffer fools and has seen enough shit to last nine lives.	OFF
@USER You are an asshole!	OFF
@USER @USER @USER i really wish they could find someone better than Cuccinelli to represent Conservatives... he is the epitome of a douche bag used car salesman with a law degree.	NOT
@USER Shameful.  #NRA is spending over a million $ to get Kavanaugh installed.  Gun control isn't his pot of Tea. URL	OFF
@USER Nigga you are about to lose	OFF
@USER His back hole will look like the holland tunnel we he gets to the male prison	OFF
@USER Looks like selling her sole to the Hater Liberals is now weighing heavy on her. They are now wondering is upping the money transfer to her will work.	NOT
@USER Please tell the type of suede you are using for these pants to be $474.00. Must be shipped straight from Russa #GAPBeLike URL	NOT
@USER ANTIFA task force?	NOT
@USER @USER @USER @USER Back then Antifa was called the kkk. They were a known muscle of the Democratic Party URL	NOT
@USER is the main muckspreader for @USER and do not be surprised about the various twists and turns of the #Fake #Novichok stories URL	NOT
"@USER @USER Kamala said justice should be blind - (by the way she is absolutely right on that point) Yet you: Something untrustworthy""  you ""can feel it"" LMAO 🤣🤣🤣"""	NOT
@USER @USER an adult in the room might get things done. If that happens Liberals will take credit if not Doug will be blamed for sticking his noses inz.	NOT
@USER but if you go on a date first..and then have sex...it’s the best of both worlds. and the sex is better.	OFF
@USER @USER He is really bad. Glove always turned the wrong way. How is this possible for a major league catcher?	NOT
@USER @USER Liberals don’t believe in facts just feelings	NOT
@USER Hey Spartacus you forget about admitting doing the same thing that you and the liberals are accusing Kavanaugh? Time for you to resign Spartacus. Or is this more of you living the liberal mantra of “do as we say not as we do “ URL	NOT
@USER @USER @USER @USER @USER @USER @USER Any critique of Bernie’s objectively horrible record on gun control is met with   “He’s from a rural state” or “He has a D- from the NRA”  As if I give a fuck why his record is horrible.   And then there’s this stupid shit: URL	OFF
@USER @USER We are busy MAGA love our president 💜👍🇺🇸	NOT
@USER Does anyone even care what these to useless pieces of sh&amp;t say or think?	NOT
@USER @USER @USER The ultra left thugaratti are no joke either.  Let’s together condemn both.  Antifa? Colleges that riot over Ben Shapiro speaking?  I definitely condemn any threats against her.	NOT
@USER @USER @USER @USER LMAO! You are still butt hurt that your loser Hitlary lost. Love it. See you at the polls in 2020 Bucky.	OFF
@USER I bet they all have 'fitted' waists. Because women are meant to look 'hourglass' even when they don't give a shit.	OFF
@USER Thank you for saving the dogs!!!!why are people assholes	OFF
@USER @USER @USER @USER @USER Education is devolved and is an utter shambles. The snp are in charge of it and neither the conservatives or brexit are a factor.	NOT
@USER Democrats have no laws!!😡😡😡 URL	NOT
.@USER used his #LDConf2018 speech to spell out the issues facing Britain and how they can be overcome without resorting to the populism of @USER and the @USER The @USER are the only party who #DemandBetter for Britain URL	NOT
@USER my Kitty you know that I love you and you are always in my minds😍🐱🤗	NOT
@USER YESSSSSHHHHH who else call you shitgull if it were not me or ryme 😚	OFF
@USER Sad for both!!! To be exploited and also to have a reputation destroyed! Now I’ve read she’s  part of Antifa! ????!	NOT
@USER he is going extinct	NOT
@USER @USER Why did Feinstein NOT come forward with that letter 6 weeks ago then?  No need then to question him way back then?   LOL you liberals are very funny.  I am sure the  #MeToo movement appreciates the set back you all just gave it.	NOT
@USER It’s going to suck with any rating. Venom without the Spiderman origin isn’t really Venom. This is just a Sony cash grab.	OFF
@USER @USER @USER So you’re the same people who vote for less gun control when we have what I dunno 23 school shootings just this year and 2 fatal shark bite incidents since 1936.  You sure really care about humans.	NOT
"@USER @USER @USER I want to make clear I don't think gun control"" is the answer people are looking for as far as gun violence is concerned. I do find that people should focus on mental health and bullying in schools if they want to address the root of the problem."""	NOT
@USER Who the fuck are you?	OFF
@USER @USER Great and I’m certainly anti fascist but  the group antifa is the most fascist and violent groups in America in case you hadn’t noticed and associated with the largest hate group in America the democratic party	OFF
@USER He spelled Big Dick wrong.	OFF
.@USER Confirm Kavanaugh! #KavanaughForSCOTUS #2A #NRA @USER No new gun control! #2A!  #DefendTheSecond #NRA Vote for #SHAREACT #NOCOMPROMISE Protect our GOD given rights #RememberYourOath #NRAun control! #2A!  #DefendTheSecond #NRA	NOT
@USER Did every other comedian suddenly die?	NOT
@USER Lmaooo! He watches videos about different methods. Whole time at the gym he is brushing his hair 🤦🏽‍♀️	NOT
@USER White House said all parties shld be heard! This is why no one trust the media and why liberals are failing	NOT
"FBI Couldn’t Find Trump-Russia Collusion, and Neither Could Bob Woodward""  URL #TCOT #MAGA #RedNationRising"""	NOT
1 year old gray/white tabby cat (Orlando): 1year old female gray/white Tabby. Accidentally left outside and is gone. She is part of our family and we miss her dearly. Please if anyone has any information on her whereabouts feel free to contact us. URL URL	NOT
@USER Ask Kerry about Benghazi...its a subject he lies with much more authority on.	NOT
@USER @USER He is also speaking as the other man in the room.   Remember he kept silent and allowed kids to be sexually assaulted....we will call him the Mark Judge in this case.	NOT
"@USER A friend of mine said that @USER touched him on his....well you know...He doesn't actually remember"" the details....but it happened he said. she should be referred to the FBI....wait....they are as corrupt as she is."""	NOT
@USER Fuck yeah !!!! Go you !!!	OFF
@USER @USER But antifa is her people	NOT
@USER @USER If your party ever wants to be taken seriously they need to call off &amp; defund violent liberals ANTIFA with their KKK hoods beating up strangers they know nothing about. Either you care about human life &amp; all these causes or you have people beat up. You can't have it both ways.	NOT
@USER @USER @USER The SPLC have also listed Antifa and BLM as well soooo...	NOT
@USER @USER You can’t accuse someone of something like this &amp; expect to not have to come forward &amp; testify about it! We’re we just suppose to believe it &amp; crucify him?  I am sure u liberals think so.	OFF
".@USER ..... But But But all those gun control laws""? URL"	NOT
@USER Well actually we’re better off. Just to say the FEMA asl Guy is my hero. He is the total package. I don’t understand sign but I completely got what he was signing.	NOT
@USER @USER @USER what the fuck	OFF
"@USER Prime example of why the Walk Away"" movement was born.  Democrats are nothing but sleezy liars. All decent people that were Democrats will not stand behind tactics like ANTIFA and destroying people's lives for political reasons. I was a Democrat for 30 years and I walked away."""	NOT
@USER @USER @USER Sure. Whatever you say random dude. Last time I checked having a negative opinion of a media company doesn’t make you Antifa. But congratulations on dumbest fucking thing I’ve heard today👍	NOT
@USER You're full of s***. It's the Liberals paid by Soros who are doing those things	OFF
@USER @USER @USER @USER Like no one has ever crossed the floor to the liberals. #Hypocrite	NOT
@USER @USER There’s no crying in politics	NOT
@USER @USER The tolerant Left	NOT
@USER @USER SHE IS A FUCKING MESS!! I HATE HER SO MUCH	OFF
@USER Lol you are representing your case well 😛  I'm gonna give call to my lawyer Matt Murdock.  Wait don't say he isn't coming back .😪	NOT
"@USER Our Republic was in crisis.  We the people elected the only man who could give us a chance to save it from the likes of Socialist Democrats, ANTIFA, Mob rule, and your resistance"".  Tread carefully with your words as you are now dangerously close to seditious conspiracy."""	NOT
@USER Thank you Ms Desanctis! I'm comforted that not all conservatives are letting their ambition blind their conscience. Sexual assault/harassment has been a plague on society for centuries - that should NOT make it a conservative or traditionalist cause!	OFF
@USER The fact that we believe that these are the only two conservatives with a shred of decency is deeply disturbing. Even more disturbing is that I don’t believe either of them do either. Still doesn’t hurt to try.	NOT
@USER @USER @USER @USER @USER You better pray hard because I will come in with him being guilty and he better prove he is innocent and if it's a child he can wrap it up prison is his destiny. Women can lie but 1 in a million lie about sexual assaults and rape	NOT
@USER Do you have any film of antifa?	NOT
@USER Democrats started the KKK and Antifa. Sheep no more. #WWG1WGA!!!	NOT
@USER @USER Why the fuck do you cover American politics more than Canadian politics? @USER is a fucking disgrace. Report news. All news. Not just the stuff that makes conservatives look bad and ignore the stuff that makes liberals look bad.	OFF
#workjams @USER because she is #everything #buyit URL	NOT
@USER @USER HE IS BEST OF THE BEST! BARUN SOBTI	NOT
@USER @USER I tape it. Then when he is talking I fast-forward it. It’s funny to see his lips moving and not hear him!	NOT
@USER who in America isn't grateful to our military?!?!? Her husband didn't die on the battle field...he died at home!! She should be fighting for gun control and stronger laws regarding mental illness! @USER is about police brutality...she should educate herself on the issues	OFF
@USER @USER Oh they’re real..THIS IS WHAT ANTIFA LOOKS LIKE ON TWITTER 😂😂	NOT
@USER Beautiful booty!!!	NOT
@USER @USER Yep. They had to produce this article to shut up the liberals.	OFF
@USER I can’t wait till antifa dorks get shot trying this.	NOT
@USER I just want to impress only one person in particular. I don't care about the rest of the world becoz he is the world to me.	NOT
@USER Fake news. .	OFF
@USER Crush #antifa. That is all.	NOT
@USER This Russian agent is a DISGRACE. Hey old creep @USER you are going to die in prison. You and Trump sold America to the Russians and it’s time you do the time for your years of crimes. Scumbag.	OFF
@USER Better think back!	NOT
@USER 🤦🏾‍♀️ she’s dead ass serious too. Smdh	NOT
@USER SEE I TOLD YOU!!!!!! SHE IS DESPICABLE!!!!!!!!!!!!	NOT
@USER @USER @USER @USER I think maybe we should give another party a try. Maybe 'For Britian'....	NOT
@USER But I thought Antifa were actually fascists but this shows Rethuglicans are the actual fascists in the room.	OFF
@USER @USER Tomorrow night you get dropped @USER @USER will make sure he is not robbed again  you fraud	OFF
.@USER You are deplorable despicable disgusting!  URL	OFF
@USER @USER Surely he didn't do anything to damage Veterens Affairs?  If he sullied a reputation it was another department?	OFF
@USER @USER Twitter will be banning a lot more conservatives or anyone that speaks out about the Dems or Liberals. Closer to the elections	OFF
"@USER We as conservatives must join the fight against Transphobia"" -National Review, 2020"""	NOT
@USER She is the reason I’m getting my life together lol	NOT
@USER @USER @USER He is a good man.	NOT
(((Conservatives))) are enemies of whites! URL	OFF
@USER @USER @USER She is the “comedian” that lectures the audience for an hour how white men are the scum of the earth.	OFF
@USER @USER I have some work to do with my oldest (20) daughter. Stood in line with her &amp; voted in 2016. She is still very very bitter &amp; it’ll be tough to get her back this year	NOT
@USER He is totally bluffing...	OFF
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Had all but one. Agreed EVERY one of these MAGA patriots is a must follow. Let's do this together for our great nation in 2018! Then repeat in 2020 and 2022!!!	NOT
@USER @USER You do understand we need Europe right?	NOT
@USER @USER @USER @USER empty your mind and god shall speak. To you? Through you? If you are wise increase in abundance. But surely I'm a fool who has not seen the most powerful who has ascended? Or descended? How times are rare but his messages are absolute.	OFF
@USER @USER Ask Antifa - Which one they like &amp; respect	NOT
@USER A vulgar attempt to reduce sisterhood to genitalia.....	OFF
@USER I am a big time Conservative and staunch believer in our constitution. I am also a supporter of you. What myself and many conservatives are starting to feel is that Republicans in the senate do NOT have the stomach to fight for us and against the left. Too soft.	NOT
@USER He’s a flake ...	OFF
@USER @USER @USER I just don't get why the majority of liberals don't show there pic just curious is all...well with that being said I must say I enjoyed  bickering back and forth with you...its been real...you have a nice day...😁	NOT
@USER Another Pile of B/S By the Former A-G !	NOT
@USER CP24 as usual interviewing only liberals with negative reviews.	NOT
#PresidentTrump Wins Law Suit - #CA Court Overturns #GunControl Law...  #GOA #NRA #GunRights #SelfDefense #A2 #firearms #MolonLabe #guns #KAG #SecondAmendment #CCOT #PJNet #GunFreeZones #MAGA #USConstitution  URL via @USER	NOT
@USER These people are the worst kind of criminal playing off the emotions of their base fueling hatred in this country with insane rhetoric. Playing constant mind games to cause anger is not helping their cause some liberals are catching on.	OFF
@USER ...wondering what shit on our east coast causing God to send Florence to punish them...? A good guess would be the neo-faux Christian followers of trump..!	OFF
@USER She is buttering the media up...  Guilty...	NOT
@USER @USER @USER @USER He's having a go at people who love David Gilmour but who think Roger Waters is a bit of a dick... Obviously.	OFF
@USER @USER @USER @USER @USER Oh it’s ok because 45 reversed the most important issue on mental health he got rid of the mental health conditions on gun control. Great job! What a guy! He is a liar proven over &amp; over again. But you worship away that’s your right	OFF
@USER @USER Check the antifa registration.  Some of her coworkers are there.	NOT
@USER Brilliant journalistic commentary here	NOT
@USER @USER I suggest that @USER get a real life.	NOT
@USER He is desperate to get into the White House so he can shut down any investigations that go straight to Obama and Biden.	NOT
@USER Even teens that commit _proven_ crimes have their records expunged when they turn 18. Someone please tell me why this is a thing?  All I see is one old california hag outing another old california hag against her expressed will. Wonder how much she is being paid?  🤔	NOT
@USER He think it’s a coop. And he is trapped inside. But seriously I don’t know why no one has considered that anonymous could be a family member. My money is on Jared. He has nothing to lose and everything to gain. To position himself after this fiasco.	NOT
@USER And niggas still gonna complain about geno ffs	OFF
@USER @USER Isnt it wat Left &amp; Liberals hve been doing in India ?	NOT
@USER Hold the damn vote. Iowa voter chiming I’m here. Wuit@USER the damn Liberals game and stand up to this crap.	NOT
@USER whoaaa that's amazing i wanna see her now 😝   also you are a kinky lil slut but ily	OFF
@USER It is true. The Sullivan Act innNew Yourk was enacted SPECIFICALLY to disarm ethnic minorities. They fkat out said that was the purpose when it was enacted. Gun control in New York City is based on that law to this very day. Gun control doesn’t disarm the privileged. Not at all.	NOT
@USER @USER Sounds good false or not she is willing to testify	NOT
@USER Although I think that Carter was a decent man he was without a doubt the 2nd worst president in my voting history.    44 was the worst if there was any question.	OFF
@USER @USER @USER @USER @USER @USER @USER @USER You know you're a racist monkey huh?  I'm sure you know what you are a piece of trash.  I never hear these pieces of horse shit speak the truth only their racist lies.  Bitch boy it's ABOUT THE RACIST COPS KILLING UNARMED BLACK AND BROWN PEOPLE!!  THAT'S THE FACT.  ASS CLOWN!!	OFF
@USER @USER @USER @USER @USER @USER @USER @USER @USER The majority of those are suicides.  You can not provide evidence that gun control reduces homicides.	OFF
@USER @USER you people are so laughable leave them alone she is gonna be great.	NOT
@USER T1960  Set 24 years before T1 in 1960 Texas t-800 with no skin sent to kill Sarah’s parents on their isolated farm b4 she is born  Sara dad played by Arnie fights t800 n wins but while holding defeated T800 get sucked to the future - explains why t800 R modeled after Arnie looks	NOT
@USER Go away	OFF
@USER @USER I like Alex Bowman but he is not a rookie	NOT
@USER Obviously its ANTIFA who is threatening her to force her to continue the charade	OFF
"@USER @USER @USER @USER @USER @USER Good luck with that! I dont follow along with fascists like the #resist movement and their apple and google overlords. I know what happened in ww2 and its the rhetoric they use that put us there. I dont need a GOD"" to see the hate spewed from #Antifa and how that is wrong."""	OFF
@USER Deplorable is an understatement he is just as his supporters are .... I don't even have a word.. it's just time to end this to end it .. impeach imprison execute what even the harshest penalty imaginable that animal deserves it	NOT
@USER Definitions for liberals: Dangerous = Exculpatory. More 🤡’s	NOT
@USER But where is Antifa going to shop now?	NOT
@USER @USER @USER @USER It’s called educating liberals.	NOT
"@USER She is saying Ben, Ben, when the hell are you going to do something more than just tweet crap about djt?"""""	OFF
.@USER has proved to us a second time she is undeniably a force to be reckoned with in the industry with the release of #LOTWVideo. Check it out here; URL	NOT
@USER   the U.S. is tying to increase the cost of drugs in Canada and Conservatives are helping him	NOT
@USER FOLLOW THE MONEY 💰	NOT
@USER It's odd because they could easily withdraw him and get another acceptable to conservatives seated before new Congress is seated in January.	NOT
"@USER No longer on guard, Marie smiles warmly. Merci. I love when I am compared to my father. I look up to him in many ways."" She looks down for a moment and then back up. ""He is also my sire. Unless you already figured that out."" She laughs softly.   Marie beams at the question. +"""	NOT
@USER You are not alone here. I didn't like The Last Jedi a bit more than Force Awakens. Cannot talk about Solo because didn't see it. But Rouge One is the other Star Wars under Disney that was good.	NOT
@USER As if a liberal beta male could engage in sex with a straight female.	OFF
@USER You are more then welcum	NOT
@USER He’s an actor. Please wake up.	NOT
@USER Hmmmm.  I think they should’ve held on to him a bit longer.  We might see his face and hear his name again.	NOT
@USER Conservatives; the trailer trash party of Canada.	OFF
@USER 🤷🏼‍♀️ that would be silly.	OFF
12 hotel guests killed in Corpus Christi with 9mm Ruger P89. The NRA calls gun control research 'unethical'.	OFF
@USER I thought so... I'm mingling... ever since you decided to attack my opinion on gun control and Brett Kavanaugh. I just asked you if having a conversation with you would be worth my time and effort. So far all you've done is prove that it is not worth the effort. 😉have a nice day	NOT
@USER @USER I dont know... Antifa is pretty dumb.	OFF
Analysis | Devin Nunes explains ‘antifa’ and ‘all of these riots’: ‘We’re winning’ - The Washington Post ⁦@USER #traitor #VoteHimOut  URL	NOT
@USER Don’t forget about the Homeless in your district congressmen 😂	NOT
@USER Execute him!Put him in the gas chamber !What a joke these liberals are !	NOT
@USER What they fail to realize is that if even 10% of Trump supporters decide to use force to protest like the lunatic left does now it will be like White Sleeves and Antifa soy boy. They really do not want to keep up this level of rhetoric.	OFF
@USER If its a papercup where is the cake 🎂 URL	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER ...and #LeviStrauss wanting gun control How many of us wonder why the heck do they want our freedoms taken away ~ or is it just selective freedoms? URL	OFF
@USER I can’t cuz that nigga retarded smh	OFF
@USER please follow me and those beliw👍👍United we stand divided we fall. Let’s continue to help President Trump MAGA URL	NOT
@USER has been nominated for Still A Mum Awards. Kindly vote for her here... URL  She is our super host on #GaniKaliNaAisha @USER URL	NOT
@USER It sure is. Hope he is in the grand final side	NOT
"@USER @USER @USER And don't forget his telling a primarily black liberal audience conservatives want to put them back in chains"""""	NOT
#meDIAtoo  Selective putrid outrage ONLY AT Conservatives only BY LIBERALS who want us to know how MORAL they are!!!  Re: Kavanaugh and ANY OTHER REPUB who will stand up against them!! URL	NOT
@USER Pray for Judge Kavanaugh and his family. #MAGA #Kavanaugh #KavanaughConfirmation #KavanaughConfirmationHearings	NOT
@USER @USER Glorita you are THE Most! ✨🇻🇪	NOT
@USER I ain’t fucking w/u today lol	OFF
@USER rose.. you are so good... id kill for you without hesitation i love you	NOT
@USER And then Americans are going to demand Christine Ford face Criminal charges &amp; face jail time when she is proven to have lied. Her guilt is in the fact she contacted Dems Not the FBI. Ford did not come forward as a witness in the hearing. She’s bought and paid for	NOT
@USER @USER Why don't they want health care? Why do they want rich people to pay less taxes? Why don't they care about the deficit? Why don't they want any gun control? Why are they so afraid of immigrants? Why are they so full of hate when they control all branches of government? Why???	OFF
@USER Thank You! 🙏❤️🇺🇸 Wishing You a Wonderful #MAGA Day! URL	NOT
@USER @USER @USER He is the only one who ever resurrected... he isn't dead.	NOT
@USER @USER So you think you are going to politically assassinate Kavanaugh and hurt his family so deeply that he will not become a justice of United States. We conservatives win! I understand you're frightened.	NOT
@USER @USER  BRUH THIS??? LMAOOO	OFF
@USER @USER He is a pedo.	OFF
"@USER @USER @USER Your equation of the Democrats, BLM, and Antifa"" is funny too. It's roughly like equating the American Mathematical Society, mathematics education advocates, and ultrafinitists (and believing that there exists a research group called ""The Ultrafinitists."")"""	NOT
@USER @USER @USER @USER Gun control is never sensible.	OFF
"#Republicans morals are stronger than #Democrat #Liberals  Evidenced by trying to stop Liberals from aborting themselves out of existence  It's the right thing to do   Even though letting them kill off their young so Natural Selection would win would benefit us more  #MAGA #KAG"""	OFF
@USER You 100% believe AB would be the player he is today without Big Ben?	NOT
@USER Dianne Feinstein disagrees. She effectively called the woman a liar	NOT
@USER Bullshit.	NOT
"@USER @USER Serena is a bully. She threatened to shove a ball down the throat of a line judge in the 09 US Open. She was 2 points away from losing in the semifinals when she dbl faulted. She went ballistic and was penalized a point. She lost the match due to her threats. She's a bully"""	OFF
Lyin #BrettKavanaugh &amp; His Sexual Assault Accuser Professor #ChristineBlaseyFord Are Willing to Testify Before Senate Committee. #StopKanavaugh #LiesUnderOath #SaveSCOTUS #CorruptGOP #maga #NoManIsAboveTheLaw #TrumpIsGuilty #VoteBlue #VoteBlue2018 via @USER URL	NOT
@USER @USER @USER Clearly you are right about flaws but why are there DOO trains on this route and RMT are striking on SWR where there are guards — they have obviously agreed to the DOO principle so cannot understand the striking	NOT
@USER @USER And he is out for game 2.  He has played like 6 games in 4 years. The team can no longer depend on him. Get somebody here that actually plays football games.	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Idk some Antifa nut job	NOT
@USER @USER Because the party of violent liberal ANTIFA with their KKK hoods beating up strangers they know nothing about is so great &amp; honest. Good ole Keith Ellison the women beater can tell you that.	OFF
@USER @USER She loves Sailor Moon so of course she is	NOT
@USER Yo why must you do this	NOT
@USER He is quite good at faking. Must have done it numerous times	OFF
@USER @USER If the banks fall then peoples money falls too	NOT
@USER He’s Alt-Left. None of them use logic or make sense	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER That nutbar hasn’t blocked you Todd? She blocked me and gave no clue who she is	NOT
@USER @USER @USER Nice.	NOT
@USER you are the best president ever	NOT
@USER was on 🔥 a brutal match after long time Jeff lost was unexpected. Hope he is fine after the fall❤️😱 #wwe #HIAC	NOT
@USER Ahhh Lurch  go back to wind surfing.	NOT
"@USER Anyway she is a man and a mother"" it's about time she gave it to an actual female. Congratulations to Naomi! She has class &amp; skills!"""	NOT
@USER But couldn’t take care of Racism that was created during his presidency...  never heard the words Equality come out of his mouth.   We are a melting pot!!!	NOT
@USER @USER trump may not be the one who started this mess but he can stop it. If he doesn't he is part of the problem.	OFF
@USER 6.5 Billion Human Beings are spare to capacity according to the One World Government End Game Agenda ~ that 6.5 Billion includes 1.5 BILLION Muslims ~ #MAGA ought'a keep that in both heart &amp; mind ~ #ReligiousFreedom #Republic #FreedomAndJusticeForALL ~	NOT
@USER Empty headed bushie whore	OFF
@USER Again gun control law?	NOT
@USER @USER Look at that face?  Would someone please tell me why it seems soooo many liberals look sooo pissed off all the time   Are they constipated?   Mix in some fiber!	NOT
@USER @USER We must pray every single day.	NOT
@USER Agree. People forgetting how good he is.	NOT
@USER @USER I have a better idea                      Mr Guterriz or whatever his name is should resign &amp; go THE HELL back to wherever the hell his people came from for the sake of this country!!!!!!	OFF
@USER So a pathological liar is going to give the Judge a lecture on credibility because the judge won’t admit to something he didn’t do...   and we are the stupid ones.... 😳   And liberals have no shame in the ignorance of their elected representatives.	OFF
"@USER I think you are gravely mistaken You can't blame the rise of fascism  collective struggle of black people. All politics is identity politics and nobodies freedom"" has priority over an other. Capitalism has multiple axis of exploitation and if you ignore one you fail!"""	NOT
@USER @USER @USER @USER What are you doing Jeff?  Do you think following in McCain's footsteps is a good idea?  You will be known as a TRAITOR too. Walk away from the DemonRats RESISTANCE PARTY Liberals evilness.  Confirm Kavanaugh.	OFF
@USER PIRATES OF DARK WATER!!! there's another one that I loved and wondered how the story would have turned out if it had been allowed to finish	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Sorry that meme is way backward but there is some good vids of antifa meeting a vet on the streets  URL	NOT
"@USER Don't forget Antifa""...and ""ACORN""...And that terrorist that Obama ""palled (??) around with!  Hahahahahha...do you listen to your own malarkey?"""	OFF
@USER @USER @USER @USER @USER not the point ~although it is  a convenient excuse for conservatives to assume if ones against trump then tbey ate for for clinton which is just asinine. 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣	OFF
@USER you were right last night about Quad! She acts like she is the only one going through things in life! She has to share with her friends so that y’all can be there for her! #marriedtomedicine	NOT
@USER Dear @USER please understand he is not doing anything except saving ur and mine money. If he had used our tax money wisely our children would have been in government schools. Her wife would have got treatment here. His own sons would have been standing with him.	NOT
@USER @USER @USER Mark my words: #BLUEWAVE2018 🌊🌊	NOT
@USER This game is completely won and lost in the midfield. We need the defensive pressure high!	NOT
@USER @USER @USER @USER Only a liberal would support a liberal that spent a MILLION to get liberals elected to office. #LibFAIL! URL	OFF
@USER @USER @USER Please can I have some of whatever it is you’ve been smoking?  Thats some top quality shit you’re coming out with.	OFF
@USER @USER Did u c the smile on that kids face afterwards?....was beautiful.... #MAGA ❤️🇺🇸👸🏼💋	NOT
@USER “It’s only sexual assault when the other does not agree with what he is feeling.”  He said before picking up the pace his foot turning and pushing against his cock while his big toe and other toe lift up the glands.   “Mm”	OFF
@USER @USER Glad I wear Wranglers. So what gun control would you propose that will stop the criminals?	OFF
@USER JFC!! We need gun control NOW.	NOT
@USER @USER @USER @USER @USER European liberals and conservatives must stand together against populism.	NOT
@USER Just like the old days. If she floats she's a witch and must be burned or hanged. If she sinks and drowns she is innocent.	NOT
@USER Why cause you are unwilling to look at the science?  URL	NOT
@USER Eric Holder will be held accountable. He is pointing the finger away from the crime. Time is not on your side Eric. Looking forward to the collapse of your scandalous time ruining America.	OFF
UPDATE Chuck Schumer’s Steamy Affair With A High School Cheerleader Conf... URL via @USER Well someone said it so it must be true! ChickSchumer should Resign #Kavenaugh #ThursdayThoughts #FridayFeeling #DemDirtyTrick #MAGA #Resist FBI should Investigate	OFF
@USER The only reason Ford is receiving any threats is because liberals exposed her when she asked to be anonymous	NOT
@USER @USER @USER @USER @USER @USER @USER IT WAS HIGH SCHOOL!!!	NOT
@USER Not sure. Just woke up wanting to fuck some chuds up  Might be the antifa super soldier serum or something idk	OFF
@USER This MAGA would spend more than you &amp; your homies together....Now stop ya whining...	OFF
@USER Hedy Lamarr is a close second.  She is fascinating.	NOT
@USER @USER @USER Please stop! You're making it TOO EASY for right-wing conservatards to mock those of us on the Left! #NotHelping	OFF
@USER Congratulations #POTUS #MAGA	NOT
@USER Hey remember those storage bins they recently found full of supplies that were in Puerto Rico 🇵🇷 but never given out.. ask your mayor	NOT
