data	labels
Was soll man dazu noch sagen bei so viel Hirnverbrannter Scheiße, zurück mit den Abfallhaufen wo sie hergekommen ist inklusiv der GroKo und den Grünen	OFFENSE
@TJax5 @Ralf_Stegner Das funktioniert überhaupt nur auf diesem Niveau, weil es die EU gibt!	OTHER
@mortalhope1 Nein, meistens nur schneller (weil sie sich nur in AUSNAHMEFÄLLEN schminken) 😜	OTHER
#Burkhardt von @ProAsyl: Das neue #Integrationsgesetz hebelt den individuellen Flüchtlingsschutz aus	OTHER
@Achiles04885165 @TobiasHuch Warum kehren denn die schieße Türken nicht ins ihr Land zurück?	OFFENSE
Finaler Schuss wäre besser dann würde er uns kein Geld mehr kosten!	OFFENSE
Was wir brauchen ist eine Revolution die das kriminelle Politikerpak davon jagt aber vorher sämtliche Kohle weg nimmt auch von den Kindern .	OFFENSE
@AfD_Support Am besten zum Bau eines Gefängnisses für Asylanten-Verbrecher!	OFFENSE
@GoeringEckardt Etwas was wir nie gebrauchen werden, sind die Grünen Deutschfeinde!!!!	OFFENSE
Am 20.06. den Rassistenaufmarsch zum Desaster machen. Derzeitiger Ort: Rossmarkt #NoNazis #nowow2006 #StopWoW #Nofragida	OFFENSE
@RNZonline Das meiste geht eh wieder für die Asylanten drauf 🤮	OFFENSE
@antifa_w Als nächstes bitte euch selbst anzünden <U+0001F603><U+0001F44D>	OFFENSE
@AN_Offiziell Der übelste dreckige Haufen ist die Groko inklusiv der Grünen	OFFENSE
@Ralf_Stegner Na noch nicht bemerkt das die Deutschen nicht wollen das SPD überhaupt eine Verantwortung übernimmt..? |LBR| Ich finde der dumme deutsche hat das Recht neu zu wählen....!!	OFFENSE
"""Heute um 19:20 diskutiere ich mit Mouhanad Khorchide in 3sat Kulturzeit über unser Buch """"Ist der Islam noch zu retten?"""""""	OTHER
Jeder glaubt es gibt 3 Geschlechter ist Behindert	OFFENSE
Man hat sich nicht umsonst ein krankes Mädchen als Zugpferd dieser Kampagne ausgesucht, |LBR| um jeder Kritik daran als persönlichen Angriffe auf #GretaThunberg zu werten. Neuerdings auch rechter Hass genannt!<U+0001F602><U+0001F602>	OTHER
@siegfried175 BINGO 😜 Du hast den Hauptpreis gewonnen 😜	OTHER
Wer eine #Moscheesteuer fordert, muss sicherstellen, dass in Deutschland junge Frauen ohne Lebensgefahr aus dieser Steuer und damit aus dem Islam austreten können, wenn sie es wollen. |LBR| Denn genau das ist der Unterschied zur Kirchensteuer und dem Austritt aus einer christ. Kirche.	OFFENSE
@karlheppner Das ist Satire oder? So offen würde sie die Unkultur islamischer Länder nicht ansprechen!	OFFENSE
@TheophilusEpsil @konstiha in welchem zusammenhang steht seine penisgröße zu eurer diskussion?	OTHER
@Rainer3778 Das wichtigste ist, der Antifa den Geldhahn abzudrehen. Grüne, SPD und Linke finanziere Terror.	OFFENSE
@jochen_mitschka Natürlich steht das kommunistische Gewaltregime in #China fest an der Seite des sozialistischen Gewaltregimes von #Venezuela. |LBR| Wenn es nicht so wäre, das erst wäre eine Nachricht wert.	OTHER
"@DietmarThesing Brasilien und all das was dort gerade passiert ist ein Beispiel für das was Evangelikale bewirken bzw. wofür sie mitverantwortlich sind. Vielleicht hilft Dir das den ""Fehler"" zu finden."	OTHER
Olaf #Scholz wird #Bundeskanzler und die ganze BRD feiert #G20!	OTHER
@mastermikeg @machtjanix23 @Norbinator2403 @ennof_ @AthinaMala @troll_putin @NancyPeggyMandy @petpanther0 @info2099 @lifetrend @ThomasGBauer @SchmiddieMaik @charlie_silve @NoHerrman @willjrosenblatt @feldenfrizz @nasanasal @_macmike @ellibisathide @MD_Franz Kann nur empfehlen, den zu blockieren.@machtjanix , der hat null Inhalte und belegt hier alle.	OTHER
@anna_anja69 @ThomasMaron1 Da wäre nur ein Problem, Frau Kerber: Es war nicht falsch. Sind nach wie vor davon überzeugt, dass es die richtige Entscheidung war. TL	OTHER
Ihr afghanischen Jugendlichen! Haut doch nicht ab, Ihr Feiglinge, und |LBR| kümmert Euch um Eure Angelegenheiten in Eurer Heimat.	OFFENSE
@KlokeA @edrossmann Ah! Ich hab mich schon gewundert. Gut, dass sich Ernst Dieter Rossmann drum kümmert!	OTHER
Groko hat Steuererhöhungen ausgeschlossen, Scholz SPD will erhöhen von 42 auf 45% HSTS Begründung:Kohl hatte noch mehr. Er lügt! Bei Kohl Bemessungsgrenze bei 84T €, Scholz will 45% aber bei 54T€. Scholz will also den HSTS von Arbeiter u. Mittelstand. Eben SPD. Bald-Wahlen?	OTHER
@newsphotoDE @ndaktuell Ich freue mich .Es gibt manchmal doch Gerechtigkeit!	OTHER
@JaSiebert @Ralf_Stegner Nein. Da steht drin, wie viele Menschen wir in den nächsten Jahren erwarten und wie wir damit umgehen. Das macht auch gerade @larsklingbeil noch einmal deutlich.	OTHER
@welt Hallo Deniz, du kannst dort verrecken!! |LBR| Bitte wörtlich übersetzen!!!!	OFFENSE
In ihrer wahnhaften #Neujahrsansprache fantasiert Merkel von der „Schicksalsfrage des Klimawandels“ und kündigt die Zerschlagung von „traditionellen Technologien“ an. Das sind schlechte Aussichten für die Automobil- und Maschinenbauindustrien als Grundlage unseres Wohlstands.	OFFENSE
Salvatore, siehst Du nicht, wer da aus Afrika kommt? Wenn Du diese |LBR| rücksichtslosen Invasoren willst, dann füttere sie selbst, und sitz.	OFFENSE
@kuduzu @HMS_Sealord_HRO @AltermanAnne @KathaSchulze Dann schieb dir dein Sperma doch in den Hals du Wichser...	OFFENSE
@machtjanix23 @Norbinator2403 @ennof_ @AthinaMala @troll_putin @NancyPeggyMandy @petpanther0 @info2099 @lifetrend @ThomasGBauer @SchmiddieMaik @charlie_silve @NoHerrman @willjrosenblatt @feldenfrizz @nasanasal @_macmike @ellibisathide @MD_Franz Man lügt in D und verblödet die Massen. Ich sage doch, D ist das Nordkorea in Europa in Sachen Information und wenn man Beweise auf den Tisch legt, werdet ihr zu Mimimis.	OTHER
Schulz verbreitet #Fakenews: CDU und CSU nicht für Rente mit 70. #TVDuell	OTHER
@wasch_lappen_08 @ZDFheute @GretaThunberg Wäre nicht das erste Mal! #Malala lässt grüßen!	OTHER
@SheLovesTheUSA Wie ist das Spiel ausgegangen?	OTHER
"""Dieses """"Propaganda-TV"""" ist nicht mehr mit anzusehen 🤢 Hoffentlich tritt Trump den politisch Verantwortlichen gehörig in den Arsch, Murksel!"""	OFFENSE
@purojunkie Leider, leider, leider!!! DIESE Frauen sollen eine Bereicherung sein? Ihrer alten vorgefassten Meinung wird ALLES untergeordnet, ohne Überlegung, ohne Nachdenklichkeit! HAUPTSACHE FRAU! — Die Männer sind schon in der Defensive.	OTHER
@hose_hans @ichbinschoener @welt Aber jemand wie du, der bei Verstand ist, müsste auch wissen dass es nur ein Ablenkungsmanöver war, oder redet irgendjemand mehr über die bewiesene Islamfeindlichkeit dieser Rassistenpartei?<U+0001F914>	OTHER
@Freizeitrobin @Alice_Weidel @sebastiankurz @HCStracheFP Jo Mann...du hast es drauf..du weißt wovon du redest...😃😃	OTHER
@ReziMafia Wunderschön!!!!	OTHER
"""@pinselpoetin Guten Morgen 👋 wissen Sie, ich denke eher, es ist die GIER der Menschen. Rammstein bringt es mit dem Titel """"Mehr"""" auf d. Punkt"""	OTHER
@Ernst_1895 Wenn die jetzige Schulgeneration in Aemtern sitzt, ist es vorbei. Die ganze Jugend würde mit Islam indoktriniert, und mit dem Wissen, dass man Moslems niemals kritisieren darf. Sonst bist du raus...	OFFENSE
@Kersten_Artus @DerGiebel Och gähn. Das soll in 100 Jahren so selbstverständlich sein, wie das Frauenwahlrecht heute. Wir arbeiten ja schon dran. Zum Beispiel mit dem Lohntransparenz...	OTHER
@krippmarie Grausam....die ist doch schon halbtot....	OFFENSE
@christundlinks @spdde @stephanweil @MFratzscher Ja. Die einfache Antwort haben wir noch nicht. Darüber haben wir heute diskutiert.	OTHER
@hannes_moser @FrankyFKP @MiriamOzen @aranxo Religiöse oder Kulturelle Beschneidung,die Arten von Genitalmassaker gehören verboten! Nur aus Medizinischen Gründen und nur vom Arzt! PUNKT	OFFENSE
Heute Abend startet um 23 Uhr die IN SPACE (Dubstep, Jungle und Drum'n'Bass). Wir freuen uns auf einen wobbly Abend.	OTHER
@zeitonline @zeitonline ...ihr seit elende Schmierfinke...ihr gehört mit eurer gefakter Berichterstattung tatsächlich auf den Müll..!!	OFFENSE
@DankeOlga Cool! <U+0001F60D> |LBR| Ich hoffe sehr, du gibst das Release-Datum rechtzeitig bekannt?	OTHER
So simpel. So verdammt effektiv.	OTHER
@HakanTasBerlin Hat er wohl Durst gehabt,muss er nun Fahrrad fahren <U+0001F923><U+0001F44F><U+0001F44F>	OFFENSE
@focusonline Genau so einen Schwachsinn hat die Welt noch gebraucht.	OTHER
@OliverStern11 Siehe die Gedenkfeier in Buchenwald.	OTHER
"""@WojtekThomalla @eucopresident Danke für diesen interessanten Blogbeitrag. Die oft unterstellten """"demografischen Hintergedanken"""" bei der Grenzöffnung gab es nach meinen Recherchen nicht. Aber die demographische Situation Deutschlands hat sicher die Reaktion der Eliten, etwa in der Wirtschaft, mitgeprägt"""	OTHER
@waldruhe @hotnakedlove Das wird das Problem sein, statt Bildung bekommen sie „Aus-bildung“	OTHER
@WolfHansen Das Elend in D heißt: gemeines Schlafschaf!	OTHER
Ja! Mästet eure Kinder! Damit sie schön fett und langsam werden! |LBR| UND AM BESTEN BEIM SCHEISSEN EXPLODIEREN!! |LBR| Wie ich so manche Jungmütter HASSE.	OFFENSE
@Arnefrau Schau mal hier und auf Facebook unter dem Hashtag #vielfaltdemo, da findest du einige Bilder und Videos. ^ml	OTHER
Sondereinheiten der französischen Polizei #BAC stellen ihre #Taktik um, von Frontkonzept aus der Distanz auf das Greiftruppkonzept. Dazu weiterhin Einsatz von Offensivgranaten, Gas, Gummigeschossen: Es gab Schwerverletzte und etwa 1000 Festnahmen in #Paris. #GiletsJaunes	OTHER
@SkyTicketDE @Sky_Service ich kann mich bei Sky Ticket nicht einloggen. Weder per Web noch per Apple TV „Login derzeit nicht möglich. Bitte versuche es später erneut.“ Was zum?!	OTHER
Moin zusammen <U+0001F44B><U+0001F44B><U+0001F44B> |LBR| Schon Donnerstag. Das Wochenende ist schon in Sicht.	OTHER
Die meisten Deutschen lächeln noch wenn sie in den Lauf schauen bevor man ihnen in die Fresse schiesst. |LBR| Ein blödindoktriniertes Volk mit verratenden Politikern, das niemand mehr achtet, wird jetzt abgeschafft und dabei geplündert. |LBR| Lassen sich volllügen und singen dabei Kumbajah	OFFENSE
@sixtus Der @c_lindner ist ein Blender und ein gefährlicher Populist, aber, er wird die #FDP nicht größer machen und das rechne ich ihm hoch an!	OFFENSE
@Spiro0815 Die Fakten sprechen für sich: |LBR| Das demokratische Bündnis #MUD hat die Parlamentswahlen gewonnen. |LBR| Das sozialistische Regime hat gegen das Parlament geputscht. |LBR| #Maduro hat eine sozialistische Wahlfarce veranstaltet. |LBR| Und jetzt Du.	OTHER
@66Freedom66 Dreckiger Neger...dreckiges Pack...die Deutschen lieben sie halt..!!	OFFENSE
Europäischstämmige glauben weltweit an dummes eingetrichtertes Zeug. Während sich der Rest gütlich an ihnen tut. |LBR| ZB das, wenn jemand einen Pass erhält, er plötzlich zu ihren Ethnien gehört, ihnen gegenüber loyal ist. |LBR| All dies per trotzkistischer Propaganda |LBR| Wer es wohl ist...	OFFENSE
Lächerlich, wie so mancher SUV wegen bisschen Schnee um die Ecke schleicht, während ich mit meinem Kleinwagen (nen Polo) um die Kurve drifte <U+0001F60E><U+0001F92A>	OTHER
@Prinz_Garten Natürlich bin ich ein Genie <U+0001F92A>	OTHER
@gutmenschen_inc Danke habe ich nicht gewusst.... Hugh und jetzt?	OTHER
"""@schalburg1 Hatte die Idee auch schon. Nachzulesen in meinem 2015 geschriebenen Buch """"Wutmama"""""""	OTHER
Trotz Bullengewalt: Die EZB ist von mehreren Seiten durch Menschenblockaden und Barrikaden belagert! #18M #18nulldrei #Blockupy	OFFENSE
Tagesaktuelle Netzweisheiten: |LBR| Wer nicht regieren will, ist kein Patriot. |LBR| Es sei denn, er ist Mitglied der SPD. |LBR| Die FDP steht jetzt rechts der CSU. |LBR| Die Linke besteht nur noch aus barmherzigen Christen. |LBR| Claudia Roth wird zum Ehrenmitglied der CDU ernannt.	OTHER
@Geier_Melan Hey sorry ..das mit der Sprache wird schlimmer nicht besser.... ALTER EY :-)	OFFENSE
@CharlieMayVuele @GretaThunberg Oder als rechts, wenn man die Kampagne, der diese Klimaschutz-Ikone vorsteht, kritisch hinterfragt!	OTHER
@OwslanderUfo @helmut_ottensen @VonSchwer @hab_mein_nick Würde das nicht mehr bringen wenn man sich eine vor die Latz knallt....? |LBR| Die Erklärung habe ich ja gehört..aber ist das wirklich eine..?	OTHER
@MonikaBergholz1 Fein, uns geht es in D immer mit dem Brot schlecht.🤢Ein Freund aus D hat Laktoseintolleranz - hier in Ungarn verträgt er alle Milchprodukte. Er wollte es analysieren lassen im Labor eines Freundes in D - der spricht seitdem nicht mehr mit ihm.	OTHER
@Climategate09 @mtennert @haraldlaatsch @Ronntex Ja da kann ich ja dann lange suchen. Ist das bei der AfD nicht so wie bei den Grünen , Linken und SPD , die sich nicht offen vom Linksextremismus distanzieren und teilweise ganz offen ihre Nähe zur Antifa Terrororganisation unterstützen?? Die AfD distanziert sich klar? <U+0001F44D><U+0001F44D><U+0001F499>	OFFENSE
@Gerechtigkeit01 Ihr lasst es doch zu	OTHER
Studienabbrecher, schwadronierende Lebenskünstler und aus dem Parteiapparat hochgezüchtete Politroboter: |LBR| Die Führungsspitze der Grünen ist im sozialwissenschaftlichen Sinne „asozial“. Sie verachten uns Normalmenschen mit einem geregelten privaten und beruflichen Lebensentwurf.	OFFENSE
@GamemomManuela @UweK83442904 @blubberette Sie versuchen es von Deutschen fernzuhalten. |LBR| Die Deutsche Regierung, nicht die Amis. |LBR| Dort ist das einschlägig bekannt. Auch wer Eisenhower wirklich war.	OTHER
@LexLuthorisrich Wer liest schon ne Bio, wenn er so‘n Ava sieht? Männer können eben einfach besser gucken als denken!	OFFENSE
#Blockupy #Flughafen: Über 800 Menschen bei der Aktion! Grad blockiert sich d. Polizei im Terminal 1 selbst. Sie will 200 Leute auswählen	OTHER
@KokoLores20 @Boelscheline Alles aufgelistet...sogar minutiös und trotzdem keine feste Handhabe gegen diese geile Kreatur..? |LBR| So hat Amri auch angefangen, das Drecksstück aus Freiburg auch....usw. usw......	OFFENSE
@FilmElf_yt @Goreminister Anständige Löhne würden die sache regeln	OTHER
@TwittingThom @NATO Ich weiß zwar nicht, was Altmaier heute wieder geraucht hat, aber es wird im mögl. Konflikt keine GEWINNER mehr geben 😜	OFFENSE
@joergprante @Volker_Beck Trump eskaliert also indem Iran sein Raketenprogramm ausbaut? Interessante Weltsicht	OTHER
Durch die #Eu sind manche europ. Länder so verkommem daß sie ihr Volk wegen Geschäften mit Asylanten verraten und verkaufen |LBR| #kapitalismus	OFFENSE
@e13Kiki :-). Danke für die Frage. Und dass ich die Infos klauen darf (kopiert Modell Info).	OTHER
Sie ist lieb als Mutter. Sonst aber taugt ihre Partei zu nichts.	OFFENSE
Laut Infos des Bayrischen Flüchtlingsrats geht der nächste Abschiebungsflug aller Voraussicht nach am 27.3. von MÜNCHEN nach #Afghanistan.	OTHER
@Outback1963 @Heinrich_Krug Vergeben gerne ( Selig sind die geistig Armen ....)! Vergessen ist gefährlich.	OTHER
Zum Gedenktag Luxemburg und Liebknecht- Ehrung der Linken an deren Mahnmal. Das ist gut und verständlich, warum aber laufen viele von Ihnen am Mahnmal der Opfer des Stalinismus ohne Ehrung vorbei. Unter Ihnen Sahra Wagenknecht! Noch Fragen?	OTHER
@Hartes_Geld ,Honecker‘Merkel macht uns zur ,DDR‘ Klagen werden nicht angenommen,Zeitungen sind gleichgeschaltet,die Linken Chaoten haben Demonstrationsfreiheit,und die Politiker der Altparteien haben Ihr Schäfchen im Trockenen und gehen in der Schorfheide jagen!	OFFENSE
@CHIP_online Die sind so „Blau-„äugig wie unsere altersdemente Bundeakanzlerin!	OFFENSE
@karina_vogel_de @DPhV Eine Entschuldigung würde Rückgrat voraussetzen...in einem derart linksgestrickten und realtätverzerrtem Klima nicht mehr oft zu finden...	OFFENSE
@TurkKick Die Film und Bild Beweise sind diesmal eindeutig.	OTHER
"Die spannende Frage bleibt ja, wie man die Ausbreitung des sogenannten ""#Islam"" stoppen kann. |LBR| Es ist nur sehr schwer vorstellbar, dass die #Umerziehung von Mohamedanern großflächig Erfolg haben wird bei Leuten , die schon als kleines Kind zu Hass und Gewalt erzogen wurden."	OFFENSE
@Hartes_Geld @krippmarie Haha....von diesen gibt es tausende...ihr wolltet sie und jetzt habt ihr sie..!! |LBR| Dieses Gesindel werden wir niewieder los😡😡	OFFENSE
@HuessyAndre @MatthiasMeisner @FriedensWatch @retep_kire @ruhrbarone @Echtzeitreise @JuedischeOnline @ER_Bayern @Report_Antisem Lol. Aussagen wie diese waren ja ebenso wenig hervorzusehen wie die Shoahvergleiche oder der Auftritt Atzmons. Als nächstes kommt die Distanzierung von den Ahmadinedschad-Freunden Fikentscher und Neumann :-)	OTHER
@welt Wen Interessiert schon was der kleine Wicht ruft. Jerusalem ist die Hauptstadt Israels. Basta.	OFFENSE
@Hartes_Geld @Rebellin70 Ui....gegen die Beamten wird bestimmt ermittelt....Entschuldigung und Schmerzensgeld die Folgen...!	OTHER
"Katalonien: EU-Juncker spricht von """"inneren Angelegenheit"""" Spaniens? Ich von völlig überforderten Idioten in Brüssel, d. Verbrecher stützen🤢"	OFFENSE
@SteinbachErika @krippmarie So ist es....gebe es eine aufrichtige Politik, eine Politik auch für deutsche...gäbe es keine Hetze zumindest nicht in diesen Ausmaßen	OTHER
@Alice_Weidel Kämpft für Yücel...jede Silbe von ihm entsprach der Wahrheit. |LBR| Deutschland verblödet und muss sofort unter Nachbarländern aufgeteilt werden!	OTHER
@AkifPirincci Nicht so viel wie und die #Migranten kosten!<U+0001F602><U+0001F602>	OTHER
@ZDF @Frontal21 Es müsste Straf Anträge gegen die verantwortlichen beim Verfassungsschutz Hagel. Jeder kann das tun. Und gegen Merkel ein Strafantrag wegen indirekter Unterstützung einer Terroristischen Vereinigung. Gibt es hier Anwälte die noch Eier in der Hose haben?	OFFENSE
Moin zusammen <U+0001F44B><U+0001F44B><U+0001F44B> |LBR| Freitag! Es geht mir von Tag zu Tag in jeglicher Hinsicht immer besser und besser und besser. #MiracleMorning	OTHER
Eine Gesellschaft, die #Anarchisten als #radikal u.#Anarchie als Utopie bezeichnet, hat den Draht zur #Realität verloren. |LBR| Wir sind keine #Utopisten, wir sind Vertreter der Idealform des menschlichen Zusammenlebens...der Urform der #Demokratie -&gt; die #Basisdemokratie! |LBR| <U+0001F5A4><U+2764><U+270A><U+0001F3FF><U+2764><U+0001F5A4>	OTHER
@schweizok2 Voll panne der ist nicht mehr zu helfen	OFFENSE
@dieserRoman aber bist safe schon viel zu lange wach	OTHER
@China_Welt_News Unterkunft, normales Essen und Trinken! Schluß! Sie sind keine Sozialtouristen auf unsere Kosten!	OFFENSE
Für mich kann ich nur feststellen, d. vorhand. Politikermüll ist weit gefährlicher als Atommüll &gt; strahlende Gesichter in Aussicht d. MACHT😜	OFFENSE
@krippmarie @jouwatch Welch ein Vermächtnis....wenn schon wir das nicht hinkriegen dann die anderen bestimmt..!!	OTHER
@IAMMASCHO Bis auf den Holocaust und den Krieg wahr er eigentlich ein solider Kanzler	OFFENSE
@Sepiroth1986 In den Gulagexpress und dann ab ins sibirische arbeitslager	OFFENSE
@lawyerberlin @ThomasReichelHB @Ralf_Stegner Es wird zeit, das Stegner mal die Hucke vollkriegt!	OFFENSE
@Wildespess fröhlicher gruß aus der hauptstadt 👍	OTHER
Amerika hat Trump gewählt da wird es uns doch wohl gelingen die AFD zu wählen.	OTHER
@kuduzu @MichaelaGrasser @Matthia71701474 @AndreasAndy3131 Mit dir habe ich doch gar nicht geredet!	OTHER
@der_ypsilon Vegan??? 🤢 Du willst Dich nicht umbringen, oder??? 😜	OTHER
@161Schlotle @panda_munich Gute Besserung und schnelle Erholung.	OTHER
Er soll den Namen des von extremistischen Buddhisten geschundenen Volkes nicht aussprechen; und überhaupt etwas zu viel Zurückhaltung angesichts der Greuel an den Muslimischen #Rohingyas. Nach den Willen des Gastgeber von @Pontifex_de dürfen die #Rohingyas gar nicht existieren ?!	OTHER
@krippmarie @jouwatch Wenn ich unsere dumme Jugend sehe glaube ich es fast...doch eines ist sicher: mit den amtierenden Politikern sind wir es definitiv früher...!!	OTHER
@linksjugend_le Der hat doch dazu garnix gesagt du Lusttropfen	OFFENSE
Und Frau Knobloch legt noch einmal nach. Frau Knobloch weigert sich zu erkennen das die Feinde des jüdischen Volkes, in unserem Jahrhundert, aus den Islam kommen, sie stütz die, die dafür die Verantwortung tragen, und sie tut es wissendlich	OTHER
@BILD Es ist bald Weihnachten,da lassen sich die Politiker bei den Bedürftigen sehen um ihr Gewissen,so welches vorhanden ist,zu erleichtern.	OTHER
@tagesschau Hallo, waren es die Linksradikalen oder Reichsbürger die Anschläge auf Privateigentum verübt haben!!!😡 die verkommene Lügenpresse war klar!	OFFENSE
@EstoyLimpia @KumaAndrea @Moni4950 @loriotfehlt Ja. Aber eine Islamisierung findet nicht statt. Wenn wir alle brav Blockflöte spielen 😘	OTHER
"@ZuKarolinger @MadameSchwarzi @willplaat @Bibby182 @CoYoSilver @Trinchen312 @ph_phanuel @_Migraene_ @Grace30714933 @RalfTHeuer @Venum27004632 @chris_98763 @ChisNoria @assassina36 @wellejena @bine1007 @Iamcovar @AufgewachteWelt @EngelGert @Lukas64F @Ron1872 @Ungebeten1 @PTroll3 @_Apuleius @LouisPeterle @machata9 @Ich_hake_nach @n59_puppche @KoyamaMichi @Cherylli18 @BoteDesUnrechts @ASiegwart @freitweeter @OdmantSuperstar @Lanyihunter1 @smuelle26677552 @MaXanonymous @Johannes135 @FredKrger2 @Connybub @heidi1274 @pseudros @Strandvogt3 @Hausfrau4ever @Robert19594 @Invictu53409591 @Vigilant__A @estathor @Metalwilli @2018Wahrheit Möchte das ihr patriotischen ""womens"" härter und radikaler werdet. |LBR| Das geht auch ""soft spoken"". |LBR| Das ihr mit diesen Antifa Girls gleichzieht und die Stirn bieten könnt."	OTHER
@DJanecek @FreierRadikaler @AnnasBackwelt @Alice_Weidel Ich weiß Dieter ich weiß...liegt wohl an deinen Kompromisse mit dem Fortschritt..!!	OTHER
@AfD @Georg_Pazderski @AfDFraktionAGH Der Luther wird sich im Grabe rumdrehen!	OTHER
@zeitonline Ich bin 13 Prozent und toleriere es wenn 87 Prozent in den VOLKSTOD gehen, den sie so populistisch propagieren ☠️🤬☠️,,,👍👍🇩🇪👍👍	OFFENSE
@GeorgScharioth Nein. Jetzt haben die SPD Mitglieder bis zum Parteitag Zeit, ihre Ideen einzubringen.	OTHER
@WELT_Politik @Awp2015Awp Genau😃😃 |LBR| Und beide sind fähiger...das wurmt Die Grünen....!	OTHER
@Wedrfoelnir @Gulag_Grim @ExilPrincess @Fokel_Exil @Khajiit7 @Doggo_non_grata @NiemandesStimme @baccarat_black @WerkOffiziell @Rayzon899 @Elliottstaender @SadisticNiles @DietmoarSchwarz @TheRpgPrincess Finger weg von meinen Skooma!!	OTHER
@karlheppner @FfFrauki Das kann schon stimmen...49% von den gewählten 29%...und die Rechnung geht auf...ok würde aufgehen aber soweit lassen die es nicht kommen...	OTHER
@helllud123 @spdbt @schneidercar Der Blonde Fettarsch Schwesig,hat noch nie was getaugt!	OFFENSE
@CDU @bundeswehrInfo Die #Politclowns der #Blockparteien werden immer irrer. |LBR| Jetzt vergessen sie sogar, dass sie seit Jahrzehnten regieren und natürlich für alle Versäumnisse selbst verantwortlich sind.	OFFENSE
"""@simplart Hallo """"Bruder im Geiste"""", ich habe Dich schon vermisst 😜 Und, selbstverständlich, sonst """"rutschen"""" sie nicht und ein Pfeifchen 😜"""	OTHER
"@tiefm66 @Jala_varietas Och,Frau Margareta aus der """"Gerechtigkeitsmanufaktur""""ist es nicht nur gerecht,auch mal andere Meinungen außer der eigenen u des mainstreams zu respektieren?Schauen Sie sich a d bunten Strassen um-wen also wollen Sie mit rechts denn noch ernsthaft verletzen?"	OTHER
Der Antrag 39 bzgl. Dienstzeitverlängerung von #Geistliche|n wird auf die nächste #Synode 2018 vertagt - #aksynode16	OTHER
@MinervaSevera Es ist reine Abzocke. |LBR| Naturheilkunde = ich bin dafür, wo immer es geht (weil es wirkt und bei manchen Krankheiten es auch ohne Chemie geht), aber nicht Homöopathie (die auch aus der Pharmabranche kommt).	OTHER
@BILD_LA Ein krimineller, perverser Dummkopf, der bald endlich schlechte deutsche Geschichte ist!	OFFENSE
@grobilixx1 @xellmann @waszumelden @MDRAktuell Kannst Du mal die Reichskrüppelflagge aus deinem Namen nehmen... bisschen Fascho mit so nem Staatnverbundsdingens	OFFENSE
@Jens_161 Gib es doch zu! Du bist ein DB/Post-bot! |LBR| 1!11!!<U+0001F609><U+0001F609><U+0001F92A><U+0001F602><U+0001F923>	OTHER
Und draußen vor der großen Stadt, |LBR| stehn die NUTTEN SICH DIE FÜSSE PLATT!! |LBR| Skandal! |LBR| Skandal im Sperrbezirk! |LBR| SKANDAL UM ROOOOOOOOSIE!!	OFFENSE
An diesem Fall sieht man am besten wie die deutsche Tagespolitik und die Medien den Fall #AfD für sich nutzen, und jeden der es wagt etwas zu hinterfragen sofort in die Nähe dieser Rassistenpartei rückt! #GretaThunberg	OFFENSE
@lawyerberlin Der Untergang der Nation wurde mit der Grenz Öffnung 1989 eingeleitet. 50% der Regierenden sind Ost bzw Kommunisten.	OFFENSE
@ImTmee @panda_munich O_o |LBR| Was hast du bitte als Suchfilter eingegeben..???<U+0001F92F><U+0001F92F><U+0001F92F>	OTHER
@Vancullo Fischer war ein Bolschewik, ein Infiltrator der Khasarischen Mafia	OFFENSE
Heute 14 Uhr #FreeAhmedSaid Kundgebung m Generalkonsulat in der Eysseneckstraße 34, 15 Uhr #Kurdistan-Soli-Demo, Beginn am Hauptbahnhof.	OTHER
Gut zu wissen, dass die Zerstörung unseres Planeten, rein aus Profitinteresse, zumindest rechtlich völlig in Ordnung geht. Das hilft natürlich nachfolgenden Generationen ungemein... #HambacherForst	OTHER
"@BILD Es geht los! Hat schon den passenden ""Maidan"" eingerichtet, damit sich die westlichen Kriegstreiber dort die Klinke in die Hand geben können, wenn sie das venezolanische Volk gegeneinander aufhetzen! Man könnte nur noch <U+0001F92E>!"	OFFENSE
@AfDSalzgitterKV @jouwatch Hier sieht man ja auch immer mehr von diesen Hundehassern Aber Geil . Dann sollten sich alle Deutschen gleich zwei Hunde anschaffen und bei Möglichkeit im Garten ein oder zwei Schweine halten. Muss allerdings auch sagen , das nicht alle so sind. Ich kenne Muslime die Hunde mögen	OFFENSE
@JoeSauerForReal @MarkusEhrler @welt Eigentlich nicht. Wir haben in der #brd nahezu Vollbeschäftigung. |LBR| Wo wir einen immensen Nachholbedarf haben, dass ist bei der Lohnhöhe. Mit einer DMark hätten wir alleine schon durch die ständige Aufwertung gegenüber den anderen Währungen locker 40% höhere Löhne.	OTHER
"""@zeitonline Wie blöd sind die meisten hier eigentlich 😡 |LBR| Wer regiert Deutschland """"MERKEL"""" also die CDU sonst niemand!! Werdet doch mal wach Dumm-deutsche"""	OFFENSE
@mortalhope1 Im Landkreis Mecklenburgische Seenplatte in der Nähe von Blankensee 😂😂😂	OTHER
@GrueneHD @GoeringEckardt Mit Grünen Verrückten kann man nicht diskutieren!!!!	OFFENSE
@Nadjam1980 @N24 Die wollen sich nicht integrieren lassen ,sondern nur unser Geld !!!!!!!	OFFENSE
