label	text_a	rule
1	Pede.ka posla i onda traže prava	8
0	protiv kamikaza	
0	delegat ne kuži boje.daltonista. ajmo na sunce milion kuna..	
0	Tužno i tragično, ali mislim da je ipak bolje ovako nego da se utapao...	
0	Ne treba čuditi da Hrvatska ima ovoliko muljatora pa Hrvatska je stvorena prevarom nikad nismo trebali pobjeć iz Juge	
0	Wild, wild west !	
1	Drago nevino djetešce nije dobilo priliku za život, a Sanader je još tu... Dokaz da bog ne postoji.	8
0	Đe si bolan pero, š'a ima, kako babo, kako hanuma Mudžahedina?	1
0	Sta te boli	1
1	Admine turcine napusi se kurcine. Jebala te jessica smith te kriple ne brisea. Ali ako netko spomene gunju sataras evo te.	8
0	Ako je on čovjek što su oni koji nikad nisu naudili nikom. 	
0	Tko ce pametan za tebe glasati.	1
1	Metak u celo!	8
1	slusajuci ili citajuci izjave ove spodobe od covjeka zapitam se ..tko je ovdje lud...i uvijek dodem do zakljucka mi narod...zasto...zato sto ce opet na izborima pobjediti takve spodobe i odvesti nas u daljnju propast...zivio Hrvatski narod i glasacko tijelo	8
0	Opa, pa ljepše je vidjeti ženu koja ima kaj za pokazati a njoj samo jedno fali, šteta.	1
1	Kako te nije sram nazvat ih iti približno novinarima	8
0	Nije jos baba nemoj tako	1
0	HDZ- Krade sve..........	
1	Kakvi nepismeni novinari Arizona je u SAD-u	8
0	"Google sada plaća $ 17000 do $ 22000 mjesečno za rad na mreži od kućE. Pridružio sam se ovom poslu prije 2 mjeseca i zaradio sam $ 20544 u mom prvom mjesecu od ovog posla.

------>>>> www.WebJob33.Com"	1
0	Fuj ?	1
0	Bas cudno janjevci inace nisu takvi	1
0	Zasto bi netko to JEO??	
1	24 sata le&scaron;inari ste i to je jedina istina koliko god vas to boli. Neprofesionalni, tendenciozni i objavljujete često laži za koje ne morate nikome odgovarati.	8
0	"Google sada plaća $ 17000 do $ 22000 mjesečno za rad na mreži od kuće. Pridružio sam se ovom poslu prije 2 mjeseca i zaradio sam 20544 dolara u prvom mjesecu od ovog poSla.

--------->>>>> www.WebJob33.Com"	1
1	AZOV: &quot;Otidi u Dalmatinsku zagoru i dolinu Neretve, tamo svi koriste naziv čuko cobane jedan.&quot; a di ti je ta vukojebina, reci nam	8
1	kriv je pijanac nije mi ga niti žao, ionako bi umro prekosutra ,Tonyja kazniti jer mu je pregazio ruku ali tretirati kao da je pregazio mačku	8
0	Pa jednostavno su svi zabroavili na naseg treceg golman koji je bio na euru 2016 ivan vargic on je dosta iskusan golman i mislim da bi bio dobro rijesenje jer livakovic i letica su jos uvijek pte mladi i vidi se strah u vecim utakmicama	
1	I novinari ste rak rana medijskog prostora...naročito lijevog...kumrovečka &scaron;kola ne izlazi iz glava	8
0	"Google sada plaća 17000 do 22000 dolara mjesečno za rad na mreži od kuće. PridrUžio sam se ovom poslu prije 2 mjeseca i zaradio sam 20544 dolara u prvom mjesecu od ovog posla.

-------------->>>>> www.WebJob33.Com"	1
1	Novine samo daju medijski prostor i besplatne reklame debosima...	8
0	Na prvom mjestu trebaju biti djeca, a on ce svakako odgovarati za ova zlodjela	1
0	aprp: Gospodo iz 24.Ne mogu vjerovat da nitko od vas ne stopira ovakve ogavne oglase.Znam što je marketing;Ali zar i poslije ovakvih vijesti?!	1
1	Google sada plaća $ 17000 do $ 22000 mjesečno za rad na mreži od kuće. Pridružio sam se ovom poslu prije 2 mjeseca i zaradio sam $ 20544 u prvom mjesecu od ovog posla. Mogu reći da je moj život promijenjen - kompletan. ------&gt;&gt;&gt;&gt; www.WebJob33.Com	8
0	Malo je prepotentno sebe smatrati glasnogovornikom naroda, komentiram uvijek u svoje ime i briga me za pršut i parizer, ali mnogima bez argumenata to je prvo što će ti reći.	
0	Cenzura, ne smiješ postaviti pitanje, odmah žuti karton. Izgleda da žute kartone daju prebrzo. Ime i prezime mi nije zvučalo domače- bez da vrijeđam, to se ne smije reći. Dalje boje da šutim.	1
1	Stoka	8
0	Neke stvari su u životu neprocjenjve. Jedna od njih je i radost svoga djeteta.	
0	"Ovo je najbolji posao koji Google SAda plaća. Dobio sam prvi mjesec od 27936 eura za rad 3 sata dnevno. Počeo sam prije četiri mjeseca i odmah sam kući odnio najmanje 7645 eura na 9264 eura tjedno.

-->>>>> www.WebJob33.Com"	1
0	ma radje zamjena nego ko nije 100%	
0	Koji bolesni komentari, da usporediti gay ljude sa pedofilcinama. Prestra&scaron;no.I takvi ljudi okolo ližu oltare. Gadi mi se ljudski rod sve vi&scaron;e svaki dan.	1
1	eto zbog takvih poput tebe ja dajem punu podr&scaron;ku policiji iako si samo mali lažov koji je hrabar samo iza zaslona kompa	8
0	"Google sada plaća $ 17000 do $ 22000 mjesečno za rad na mreži od kuće.Pridružio sam se ovom poslu prije 2 mjeseca i zaradio sam $ 20544 u prvom mjesecu od ovog posla.Mogu reći Da je moj život promijenjen.

----->>> www.WebJob33.Com"	1
0	A i vi tucete nasu pamet iz dana u dan pa vam niko nista nemoze...	
1	Ooo pa ja si bum lasi vužgal. Budalaaa li	8
1	To ti je tumor od previse selfija.Imas tumor i od tebe me hvata umor.	8
0	Bitno da ne pijem iz fontane ogorčenosti!	1
1	A Monika Lewinski, zar ona nije zadužena da klečeć ispo stola zabavlja predsjednike da se ne osjećaju usamljeno bez voljene im familije.	8
0	Dragi seljaki : ako ste dugo pili tu vodu ,nipošto nemojte paliti vatru blizu svojih tjelesnih otvora !	
0	I sad bi mi njoj trebali vjerovat na riječ da ona ima madež dole...a di je slika o Jelo Jelena :-D 	
0	Moglo je biti i gore. Moglo se desiti da su u SAD morali sletjeti.	
0	Totalni šoker kod nas 😂😂	
1	pero, ne znam koliko je bravar bio pismen, al spram tebe je otkrio toplu vodu, ti si gluplji od magarećeg samara, mo&scaron; mislit koliko je samar glup kad je se pobratio s tovarom, na žalost, ti si jo&scaron; gluplji.	8
1	Stoka HRT-ova jebem vam svima smrdljivu korumpiranu mater. Svaki jebeni mjesec znate slati racun za sta za 3 dnevnika da se informiram o lopovima iz HDZ-a. Kako ste dosli do tih pozicija preko veze bez javnog natjecaja tako i je. Sram vas moze biti i pusite onu stvar a vi iz 24 sata eto sad me blokirajte pa dokazite da je sve istina i da ni vi niste nista bolji. Poz	3
0	pa sve je to normalno 	
1	Avioni nam NE trebaju!	8
0	To su JUGOslaveni	
1	Samo nece reci,papak je	8
0	Jesi barem procitao clanak ili pogledao video sa konferencije? Ili to komentiras na osnovu naslova kojeg si procitao ...	1
1	24 sata je vise srpski portal nego hrvatski	8
0	Poslati je na rad u Lepoglavu.	
1	a ja sa zavrsenom skolom su rekli da nema mjesta , sve to doma treba zapalit i istjerat tu gamad	8
0	Velika transformacija, nitko ne bi rekao da je to jedan te isti čovjek. Bravo Alene, sada stani na loptu, mršavljenje ti više nije potrebno, posveti se svojem životu, prijateljima, ljubavi. Jednom riječju, uživaj!	
0	Svira se ako domačinu visi prolazak, to je sasvim poznata stvar.	
1	A vidi budaletina majko mila !! Hahahaha ispada da svi koji nisu gay da su zlostavljači ha fliperiću biseru ? Hihihihi	8
0	koliko sam ja upućen to dolazi iz Crne Gore i Albanije. Uvijek kad je jugo smeće dolazi od tud	
0	Ako mozes biti ministar,zupan,nacelnik sa 4 razreda,onda je sasvim dovoljno da policajac ima 3 god.skolovanja	
1	Ajde bar ce bit za pečenog odojka, janjca i tako	8
0	Brodogradilište odmah zatvoriti.... Rupa bez dna.....	
0	"Najbolji online rad ..... Tvrtka koja nudi home home business kod kuće može zaraditi do 8.000 dolara tjedno ubrzo nakon nekoliko sati rada. Pridružite nam se i posjetite našu weeb stranicu za više informacija .... Tako sam počeo

>>>>>>>>>>>>>>>>>>>>>>>  w­­w­­w.I­­n­­t­­e­­r­­N­­e­­t­­4­­3.C­­o­­m"	1
0	Njihova stvar... 	
0	"ak je njih dvoje, a napiso sam ova koja onda u pm? :)  odi kavu popij
"	
0	Kako da ne, znao bi on to unaprijed pa se nebi ni pojavio	
0	# Businesstrend.hr je Vaš portal za vijesti iz poslovnog svijeta. Nudimo vam svakodnevne novosti iz industrije u različitim formatima. Budite ispred konkurencije! www.businesstrend.hr	1
0	A strana je najbolja emisija na hrtu.	1
0	"...""dok su savjetnici dobili milijune, on nije dobio ni lipe barem za putni trošak"".Pa zar vas nije sram?!Kako možete pogledati u oči onu blagajnicu,skladištara ili vozača koji imaju 3500kn za 200 sati mjesečno. Sa putnim troškovima si sigurno ne plaćate luksuzne ručkove i večere. I ta Armani odijela."	
1	Glupan..	8
0	Pa ti si zdravi razum pa prema tome zasto da se brinem kaj ne? :)	1
0	pali traktor dragance	
0	usrao1@ glupa ti je spikica	1
0	Ima 45 godina a izgleda koda ima 245	1
0	Tvoje mišljenje	
0	:)) Želite li pronaći ženu za jednu noć? Dobrodošli na ==>> www.3xDate.top	1
0	Ma bit če Nevio novi Luka Modrić samo hrabro Nevio u životu i snovi će ti postat stvarnost 😉	
0	"Google sada plaća $ 17000 do $ 22000 mjesečno za rad na mreži od kuće. Pridružio sam se ovom poslu prije 2 mjeseca i zaradio sam $ 20544 u mom prvom mjesecu od ovog posla. 

--->>>>> www.WebJob33.Com"	1
0	Meni bi samo jednom dosla poruka i vise nikad	
0	Zverev ispao tako da sad rijesiti starog lava Fabia za polufinale, ajmo mali.	
0	Bila oluja na Velebitu?	1
0	Pupovac je stara lisica. Ne bi on bez razloga spominjao homo********* i  ovoga  u jednoj  recenici.A ovaj u svojoj nemoci traktore spominje	
0	Budni ajd odi spavati počeo si da buncaš!	1
0	Jeli to nekadašnja mamićeva snajka? znaći sad opet radi nema više maminjovih milijuna.	
0	Idi uzmi ubi,pa se pu&scaron;ku	1
0	Nesposobna banda.Znali su uci ali ne znaju izaci.Kao macka koja se zna popet na drvo bez problema ali kad treba dolje onda cvili.	1
0	pa fala ti Bože , na ovoj planeti, nema mjesta dosadi😄probala sam tu kombinaciju i dobro se snubljuje, oreo i mlijeko☕☕	
0	Jel tebe netko drži pod prijetnjom da moraš čitat ovaj privatni portal?	
0	"Sada lako mogu napraviti 7352 € do 8693 € tjedno radeći online od kuće. Prošli mjesec sam dobio € 29745 iz ovog jednostavnog home temelji online posao. Ovaj posao je online i vrlo je lako raditi u nepuno radno vrijeme ili puno radno vrijemme, čak i bez posebnih iskustava potrebnih za ovaj posao. Svaka osoba sada se može pridružiti ovom poslu i početi zarađivati na mreži poput mene tako da samo slijedite upute na ovom blogu...............

➤➤➤➤➤➤➤➤➤➤➤➤➤    w­w­w.W­e­b­J­o­b­9­8.C­o­m"	1
0	"Zapadno rimsko carstvo počelo se je raspadati kad su horde divljaka krenule preko Dunava, tražeći zaštitu, sigurnost, materijalnu pomoć i bolji život. Rimljani su im pružili maksimalnu podršku i pomoć, ne shvaćajući u početku posljedice svojih postupaka. Stari Rimljani naivno su govorili: ""Povijest je učiteljica života"" ... a onaj tko je ne poznaje osuđen je da je ponavlja ..."	
0	Navodno je novinar 24 sata tuzio Mari ali je navodno njezin menadjer njemu platio navodnih par miliona eura.... Takodjer sr doticna, navodno ukazala novinaru 24 sata u snu te je isti navodno pokusai kontaktirati radi naknade za uznemiravanje	1
0	"Andrija Mikulić postao je novi glavni državni inspektor, laku noć Hrvatska aj bok
"	
1	Pa da je valjo još bi živila juga.konjuuu	8
0	Pa od gube ne moze nastat nego guba neće kolači	
0	Pa postoje i piloti i piloni. Ne kažem, možda je ovdje riječ o pilonima, nisam vidio pa neću pričati. Pretpostavit ću da si ti bio na licu mjestu i da si te struke pa znaš razliku...	
0	Da.Zaista.	1
1	Sta je lino picko stara. Zajebo si, sad pokazi znanje.	8
0	eto na odrasli pobjegli i ostavili djecu da izgore, boze sacuvaj	
1	Opa cupa nas tri skupa ...	8
0	Zena za pozelit	
0	Još jedna deformirana.	
0	Svi varaju, normalna stvar.	1
0	"Google sada plaćA $ 17000 do $ 22000 mjesečno za rad na mreži od kuće. Pridružio sam se ovom poslu prije 2 mjeseca i zaradio sam $ 20544 u mom prvom mjesecu od ovog posla.

------->>>>> www.WebJob33.Com"	1
0	Najbolji su ljudi koji komentiraju da im je žao i slično, niko ne žali danas nikoga, šta se desi se desi i to je to!! Nema povratka, ili film put bez povratka!!	
0	super	
1	"
matekalo1980: jebem ti štracu koja te okotila, jebem ti mliko koje te dojilo, jebem ti sve živo i mrtvo pederčino"	8
0	Ne znaš što je više van pameti, deklarirani marksisti ili imamovi biseri!	
0	"E mene nema
.nama sve dosadi"	
1	dobro ga je ćaća opro. luzer a tu se naslikava i glumi dasu u salonu ove debele kćeri tajkuna	8
0	"Google sada plaća $ 17000 do $ 22000 mjesečno za rad na mreži od kuće. Pridružio sam se ovom poslu prije 2 mjeseca i zaradio sam $ 20544 u mom prvom mjesecu od ovoG posla.

------->>>> www.WebJob33.Com"	7
1	A jesi panjina, i ti uspoređujeđ 30 godina star auto i avion, aj poklopi ušima ne da mi se više raspravljati sa šarlatanima koji misle da znaju a nemaju pojma. Hebote pročitao neki članak koji je pisao neki jovanović ili rašeta ili pak neki koji da je demokracije bio bi lustriran i sad si odmah stručnjak ratnog zrakoplovstva..	8
0	nažalost nema više pravih dobrih doktora dijagnostičara usprkos silnoj tehnici	
0	a moj Žak čekam i ja  kad će mi moja Mare dat ne sat i pol već misec i pol.......i ništa ..NE DA  😵😵	
0	Napokon se vracamo u ::::ADAMOVO I EVINO VRIJEME!	
0	Predsjednice, zapetljavate se. Izgubili ste desne birace, a niste dobili lijeve. Kaj vam je to trebalo?	
0	Svaka ti cast divna Kolinda.	1
0	opaaaa..ima se.... il dijele plijen...	
0	Ne lupkaj...	
0	Oni ne delaju, samo nadziraju.	
1	Covjek se nagodio s francuskim sudom odlaskom u legiju stranaca (legija placenih ubojica) da ne ode u zatvor radi pljacki i krada, nakon toga 10godina bjezi po turistickim atrakcijama i hotelima sa 5zvijezdica (ne ulazim jeli tjeralica opravdana ili ne), nakon toga izlazi iz zatvora i ulaze milijune kune u biznis... Pa gospodo moja draga odakle mu novci, isto kao i veliki general cermak, prije rata sofer sa 10dinara u dzepu, poslije rata naftni magnat sa 10mlrdi kuna u dzepu... O tome da je gotovina unistio ostale uzgajivace tune ne treba ni pricat, a posao s plinovodom je preogroman i za interpol i sec, a kamoli za uskok... To sto je bio general u dom.ratu ne mijenja cinjenicu da je g_vno od covjeka i prvoklasni pljackas	8
0	Je li rađa djecu sebi ili djeci?	
0	Baba ga voli vise od mame.	1
0	E Dahoud moj, e moj Zaga.. Hahaha.. Opet ce Kovac ispast ogroman strucnjak, ovi sami sebi zabijaju golove	
1	neradnici i ništkoristi. samo su se došle promovirati i zajahati neku budaletinu koja će ispunjavati njihova prokenjavanja	8
0	Srbijanski ulazak u EU ići će preko Zagreba, htjeli to oni ili ne!	
0	Makar zvuči bizarno,ali jedina pametna stvar u cijeloj priči je da ste objavili snimku.nek vidi balavurdija kak to izgleda!!!svaku nesreću molim lijepo objavite...bar neće oni koji su poginuli živote dat za ništa.zato,onaj tko je objavio snimku👍	1
0	NEKE BI DALE SVE DA SU NA NJENOM MJESTU	7
0	Ocito je da djevojci treba pomoc a ovome milojku pomoci nema!! Muskarci su nevjerovatni kad se zaljube u tim godima!! Pameti nigdje	
1	Dobre su samo za jeb....	8
0	Mucica bi izgleda da snimimo filmić samo ne znam dali ima prangiju ili crnu rupu jer o tome ovisi dali će klapa past :)))  Prangije režem a crne rupe punim ;) 	1
0	Hm hmm...:-)	
0	Ja se ne mogu oterasiti muskih pederikos jedan! Sada ajde kme kme adminima 😂	5
1	Državu su nam naselili hercegovci i romi, a svako od njih radi što ga volja jer to im je dozvolila država za koju glasa dijaspora. Da li je i to sloboda govora ili možda laž? Sramota!	8
0	Da rade 5 godina dan i noc nist pametno nebi odlucili, naravno za narod! 	
0	Jeste dosadni sa tim hrt-om, ko neki placljivci kad ih cura ostavi.. hrt ne prenosi i tocka. Imate youtube	
0	Koliki je postotak vjernika koji u crkvu idu isključivo zbog vjere i boga?	
0	"Ne bi se čudio da je Sanja Doležal otišla u Njemačku honorarno zaradit u kvizu !!!!
 Kod nas ona,kuha ,pjeva,vodi talk show,jauče i  mjauče  iskače iz ladica i  već neznam čega"	
0	Mozda je tata vampir :))	
0	"a kad bi Hajdukov najveci uspjeh ove sezone bio izbacivanje Dinama od strane Benfice.
Cirkus od kluba, nadam se da ce spasiti sve Hrvate i otici u stecaj zajedno s ovim skupinom drogeraša"	
0	Cestitam!	
0	Bravo plavi 💙 Bit će još mnogo prilika	
0	koja je funkcija ove	
0	Malo je prestara da bi ostvarila neku karjeru.	5
1	"Google sada plaća $ 17000 do $ 22000 mjesečno za rad na mreži od kuće. Pridružio sam se ovom poslu prije 2 mjeSeca i zaradio sam $ 20544 u mom prvom mjesecu od ovog posla.

----->>>>> www.WebJob33.Com"	3
0	Sretno mali anđele,svi su uz tebe...pisem ovo i placem, jer da se ovo mom djetetu dogodi neznam kako bi odreagirao,ovo sto smo  napravili za tebe je za knjige,a vjeruj da ima jos puno dusa koje nisu finacijski mogle pomoci.... puno srece,volje i hrabrosti Vam zelim!!!!!! 😥😥😥❤	
0	Nekako me to ne iznenađuje da liječnici nisu pomogli..	
0	"Čitam neki dan da imaju zalihe nafte i plina veče od Saudijske Arabije, Amerikanci trljaju ruke jer im sada mogu uvest ""mir i demokraciju"", ovo su baš trebali a sasvim sigurno su i okolnim putem politie to i proizveli!"	1
0	Bolje se srami sama sebe kad se pogledas u zrcalo.	
0	"Google sada plaća $ 17000 do $ 22000 mjesečno za rad na mreži od kuće.Pridružio sam se ovom poslu prije 2 mjeseca i zarAdio sam 20544 dolara u prvom mjesecu od ovog posla.Mogu reći da je moj život promijenjen.

---->>>> www.WebJob33.Com"	1
1	Stoko partizanska polupismena, još ćeš dugo gledati HDZ na vlasti! Izgaraj mišiću!	8
0	Hm. Na kraju nisam shvatio jesu li je pustili u klub jer je pokazala osobnu iskaznicu ili zato jer je pokazala koliko visoko može dići noge?	
0	selektivna sloboda govora na 24 sata, pljuvaci naprijed ostali STOJ	1
1	pa za to je i rodena	8
1	Kurvo!	8
0	S obzirom da ne govorim strane jezike molim da mi prevedete što je to Sahrana	
0	"@ Pumpkin.: gospodjo : ne kuzim ?? Kako mi smo prvi poceli ?? Pa ja vas uopce ne poznajem ..ulagali ste se Pumpkin.
Datum prvog logiranja
18.10.2018. i ja vama neprijatelj ?? Gospodoooooooooooooo...shvatite da se I.P moze vidjeti..halo razmislite malo. Naravno je neznam to. Samo pisam :)"	1
0	Glava ne sluzi samo za selfije ...	
0	"Evo članak gotovo 12 sati stoji niti jedan komentar. 

Valjda ljudi misle : Dobro je, neka nije kod nas. 🤔"	
0	Ono kad ti se najslabija karika hoće istaknuti. Kao prvo, pitanje koje treba postaviti je što ona uopće radi u žiriju? Izrazito odbojna i antipatična osoba s očitim kompleksom više vrijednosti.	
0	Zanima me što je u glavama glasača u Lici? Pitaju li se ikada da li je njihovo glasačko sljepilo dovelo do bijega njihove djece iz Like? Da li su vlastitim glasovima doprinjeli gospodarskog pustopoljini u koju se pretvorila Lika? I koga će sada birati? Milinovića - ex HDZovog lokalnog šerifa? Ili novog HDZovog lokalnog šerifa koji već nošenjem svojeg skupocjenog sata govori koliko ga je briga za ovu siromašnu županiju?	
0	Oni se barem ujedine, a mi mi sam kukamo i bježimo od problema, svaka čast 	
0	Vaso je uvijek bio iskren i posten covjek. Oni koji mu podmecu ce biti otkriveni.	1
0	Utakmica o kojoj ce se dugo pricati...meni osobno puno bolja od tekme Barca-Psg	
0	ne vadi se na boga!! On je mocan kolko je covek pametan, ak je glup, glup je i bog!!	
0	Srbija je Kosovo nista mu ne mozete hihihi	1
0	??? Po čemu? Daj argument? 	
0	Bravo, sto bi neki dali da njihove zivotinje nisu uginule bolesne, a ne da bi se usmrcivalo zdravog psa radi neodgojenog vlasnika. Svako zivo bice ima pravo na život pa tako i Otto. Jedina ispravna odluka je život, uvijek i zauvijek❤️	
1	Uvik napadate iz sačeku&scaron;e jadnici	8
0	vec sam mislio da ce se rasplakat	
0	"Google sada plaća $ 17000 do $ 22000 mjesečno za rad na mreži od kuće. Pridružio sam se ovom poslu prije 2 mJEseca i zaradio sam $ 20544 u mom prvom mjesecu od ovog posla.

-------->>>>> www.WebJob33.Com"	1
0	"Google sada plaća $ 17000 do $ 22000 mJEsečno za rad na mreži od kuće. Pridružio sam se ovom poslu prije 2 mjeseca i zaradio sam $ 20544 u mom prvom mjesecu od ovog posla. 

----->>>>> www.WebJob33.Com"	1
0	jel ti to možeš potkrijepiti statistikom ili trkeljaš????????	
0	šta je kačket? Opet neki srbizmi...jeste li to možda i vi kao i Anemik veleizdajnici?	
0	Mi Srbi preko ovakvih sajtova😂😜😝	
0	jel ima prijenos di	
0	:) Želite li pronaći ženu za jednu noć? Dobrodošli na ==>> www.3xDate.top	1
1	Žena od škole ima veliki i mali odmor. Vrlo lošu dikciju ima, uličarski govor. Vidi se da nije obrazovana. Jednostavno, nije dorasla funkciji koju obavlja. Da ima obraza odavna je trebala dati otkaz i ustupiti mjesto kvalificiranoj osobi za posao koji ona, nestručna i polupismena, obavlja.	8
0	Kaj je ovo?	1
0	Znaci zbog konoplje nista od pomilovanja Huanita, to što vam ministar poljoprivrede smrće brašno i ide od kraljica noći, nikome ništa ...	5
0	"""Sherri Rocha"", ako te prijavim Policiji bit će gadno !
Koga to misliš prevariti, s kojim pravom ?"	
0	Pa srbi su nebeski narod, normalno da ih je Bog osvetio. 🤣	
0	Nenormalno !!!! Sad su i u Bayernu poludili !!!! Hoće na Vrh Evrope !!!! Ali im je sve Uzalud !!!! Pa čak ako dovedu Ronalda !!! Nemaju oni taj Rejting I Duh Nogometa !!!!!	
0	Misli&scaron; keva?	5
0	drugovi to su uniforme wermachta. nacističke uniforme nisu postojale kao ni komunističke. ali s obzirom da vi vidite ustaše kad otvorite ormar....	
0	Jesi dosadan.	
0	Biće da joj je to prvi predmet u karijeri 👼🤷‍♀️.	
1	Admin je u kurcu. Meni za ni&scaron;ta dijeli kartone, potpuno dezorijentiran i vrijeme je da mjesto prepusti drugom.	8
0	Jako si inteligentan...	
0	Pula je mala Jugoslavija i bas zato su puljani the best,boli njih kaco tko si i sto si bitno da si čovjek	1
0	Sinoć su radili do kasno u noć i dobili su dekubitus od sjedenja, nisu mislili da će morati raditi i noćnu šihtu za pišljivih 18000kn.	
0	U turizam ?? Pa milijarde se i to privatnih investicija ( kako i priliči ) ulaže u turizam !	
0	baš tako..............za prave Hrvate najveći zločinac s ovih prostora.........	
0	Desi se to da fali fizickih radnika,medicinskih sestara itd	
0	)))) Želi&scaron; pronaći ženu za jednu noć? Dobrodo&scaron;li na = = &gt; &gt; www.3xDate.top	1
0	on i grbavi su i&scaron;li na dopunske &quot;časove&quot; kod drugarice u osnovnoj &scaron;koli.. brojati do 5 je bilo previ&scaron;e za njih .. :)))	5
0	Krvoločnu ti mater neodgojenu. Ljudi su sami krivi za ovakve situacije. Pas ne odgaja sam sebe već ga odgaja vlasnik. Kako ima mnogo maloumnih debila koji to ne vide i ne razumiju ovakve stvari će se često događati. Psa se odgaja isto kao sta ti odgajas svoje dite koje može postati diler ili narkoman kad naraste. Pažnja,dobar odgoj i puno ljubavi trebaju sva živa bića,a ne samo ljudi koji misle da su najnaprednije vrsta dok su zapravo najveća katastrofa koja se dogodila ovom planetu.	1
0	"Google sada plaća $ 17000 do $ 22000 Mjesečno za rad na mreži od kuće. Pridružio sam se ovom poslu prije 2 mjeseca i zaradio sam 20544 dolara u prvom mjesecu od ovog posla.

.......>>>>> www.WebJob33.Com"	1
0	što se tiće ućenja tu je predsjednica potpuno . U pravu ,,, tako je i nama 80-te' profesor fizike pojasnio , ; djevojke vi učite , trebaće vam , a dećki vi na nogomet --- to su bili dani dvorane i livada !!.	
0	"Google sada plaća $ 17000 do $ 22000 mjesečno za rad na mreži od kuće.Pridružio sam se ovom posllu prije 2 mjeseca i zaradio sam 20544 dolara u prvom mjesecu od ovog posla.
>>>>>>>>>  w­­w­­w.W­­e­­b­­J­­o­­b­­9­­9.C­­o­­m"	1
0	"bre nemam ""fejs"""	1
0	Eto, rezervni posao za Bandića, kad prestane biti gradonačelnik!!!	
0	šta je tu zgodno nema obline	
0	Prva slika izgleda kao Bruce Wayne kad ide na grob svojih roditelja.Samo šta je ona Two Face!	1
0	"MAINSTREAM mediji su u službi politike i zato ih se toliko zagovara i brani! Preko njih lažu i obmanjuju narod, stvorili su kult ličnosti HDZ-SDP klike kao da su bogomdani na vlast a svi ostali su niškoristi, klaunovi i budale. le. 28 godina prodaju maglu preko tih medija, država nam je najjadnija u Europi po svim pokazateljima a na račun toga HDZ-u raste podrška,zašto??? Pa zbog lažne slike stanja u državi upravo kreirane od medija! Jedno je istinito,objektivno izvještavanje a sasvi mdrugo LAŽ I OBMANA koju šire mediji a zatire se one rijetke koji žele probit vrh sante leda na kojoj pliaju laži, takvi su nepodobni!

"	1
0	"E ako je tako - svaka čast ljudima koji se kriju iza ""par Biogradaca""."	
0	"2...Sada Google plaća 25.000 do 30000 dolara mjesečno za rad na internetu od kuće. Dobio sam $ 28476 u posljednjem mjesecu PayPal-ove online plaće. Ovaj zadatakk je online i vrlo je jednostavan za rad s nepunim radnim vremenom ili puno radno vrijeme. Zahvaljujemo Googleu što ste ovoj izvanrednoj prilici pružili dodatni novac od kuće. Ovaj dodatni novac promijenio je moj život na mnogo načina, hvala! Više informacija na ovoj stranici..

>>>>>>>>>>>>>>>>>   w­w­w.I­n­t­e­r­N­e­t­4­3­.C­o­m"	1
0	Ishodište svega zla ove zemlje su HDZ/SDP	
0	na prvom mjestu sredi mozak	
1	Moji živci su savr&scaron;eno u redu,ne uzrujavam se ja radi ovakvih spodoba kao &scaron;to si ti,to sam tebe,tebe opisala u svakoj riječi,u svakom slovu,pročitaj jo&scaron; jednom pa će&scaron; i sama zaključit to,i da, popij jo&scaron; koju tableticu,pojačaj si dozu,vidim da ti je prijeko potrebna,samo pazi da ti ča&scaron;a ne ispadne iz ruke :D :D...	8
0	Ajde spavati	
0	Zesce frustrirana i iskompleksirana zenska,, brak nece jos dugo potrajati kao ni pare od fernandeza,,, a mali ce bit problem kad naraste,,,, insagram mame,,,,, zalosno	
0	"Google sada plaća $ 17000 do $ 22000 mjesečno za rad na mreži od kuće. Pridružio sam se ovom poslu prije 2 mjeseca i zaradio sam $ 20544 u mom prvom mjesecu od ovog pOsla.

------>>>> www.WebJob33.Com"	1
0	Covjek je napravio preko 400 abortusa u karijeri.bio je bas clanak u 24 sata.to s njegove strane me ne interesira moral nema ali u kstolickoj zemlji da jedan doktor u karijeri napravi cca 400 abortusa??	
1	Koji je tvoj problem ? Cemu odmah ono &ldquo;srbine&rdquo;.....? Sta da ja tebi napisem &ldquo;konju&rdquo; ili slicno ....?	8
0	"E da sada lijepo novčano (i to bar 10-ak tisuća kuna) kazne roditelje tog ""maloljetnika"" i još da moraju platiti kompletno liječenje tog čovjeka - e to bi bila pravna zadovoljština. A ovako, 100% će biti neki ukor za ""maloljetnika"" i to je to. A taj ""maloljetnik"" je zlatno dijete,samo sada ne znaju što mu je bilo."	
0	Cujem pistaljku, eno ga admin trci i nosi zuti katron.	
0	znaci 24 ce pratiti krleusu do smrti a i posthumno ce biti clanci o njoj.......bravo	
0	Jos jedan nervozni sdp-ovac	
0	"Velicanstven fetis
Radje bi lizao zvono nego zenu."	1
0	Veliki glumac,od 2017.ni jednom nije pokazao žaljenje, a sad svako jutro misli na sebe i razmišlja što treba reći ne bi li mu se smanjila kazna.	
0	Bježim od te vrste hrane ko vrag od tamjana, nisam mazohist i stalo mi je do vlastitog zdravlja.	
0	Eutanazija je spas !	
0	Pljunuta Sanja Doležal.	
